,period,location,stateDescription,sectorid,sectorDescription,fueltypeid,fuelTypeDescription,total-consumption-btu,total-consumption-btu-units
2782,2006-05,US,U.S. Total,1,Electric Utility,ALL,all fuels,2084.6069,million MMBtu
2783,2006-05,US,U.S. Total,97,All Industrial,ALL,all fuels,286.58776,million MMBtu
2784,2006-05,US,U.S. Total,5,Commercial CHP,ALL,all fuels,12.40375,million MMBtu
2785,2006-05,US,U.S. Total,4,Commercial Non-CHP,ALL,all fuels,2.17462,million MMBtu
2786,2006-04,US,U.S. Total,5,Commercial CHP,ALL,all fuels,11.4235,million MMBtu
2787,2006-04,US,U.S. Total,4,Commercial Non-CHP,ALL,all fuels,1.96354,million MMBtu
2788,2006-04,US,U.S. Total,3,IPP CHP,ALL,all fuels,131.46038,million MMBtu
2789,2006-04,US,U.S. Total,6,Industrial Non-CHP,ALL,all fuels,9.23548,million MMBtu
2790,2006-04,US,U.S. Total,97,All Industrial,ALL,all fuels,275.67638,million MMBtu
2791,2006-04,US,U.S. Total,99,All Sectors,ALL,all fuels,3198.08254,million MMBtu
2792,2006-04,US,U.S. Total,1,Electric Utility,ALL,all fuels,1877.55118,million MMBtu
2793,2006-04,US,U.S. Total,94,Independent Power Producers,ALL,all fuels,1031.46793,million MMBtu
2794,2006-04,US,U.S. Total,2,IPP Non-CHP,ALL,all fuels,900.00755,million MMBtu
2795,2006-04,US,U.S. Total,95,Coal Consumption,ALL,all fuels,6.96249,million MMBtu
2796,2006-04,US,U.S. Total,96,All Commercial,ALL,all fuels,13.38704,million MMBtu
2797,2006-04,US,U.S. Total,98,Electric Power,ALL,all fuels,2909.01912,million MMBtu
2798,2006-04,US,U.S. Total,90,Electric Power Sector Non-CHP,ALL,all fuels,2777.55874,million MMBtu
2799,2006-04,US,U.S. Total,7,Industrial CHP,ALL,all fuels,266.44091,million MMBtu
2800,2006-03,US,U.S. Total,95,Coal Consumption,ALL,all fuels,7.37217,million MMBtu
2801,2006-03,US,U.S. Total,97,All Industrial,ALL,all fuels,290.48693,million MMBtu
2802,2006-03,US,U.S. Total,96,All Commercial,ALL,all fuels,14.3224,million MMBtu
2803,2006-03,US,U.S. Total,90,Electric Power Sector Non-CHP,ALL,all fuels,2980.49491,million MMBtu
2804,2006-03,US,U.S. Total,94,Independent Power Producers,ALL,all fuels,1111.65497,million MMBtu
2805,2006-03,US,U.S. Total,4,Commercial Non-CHP,ALL,all fuels,1.7237,million MMBtu
2806,2006-03,US,U.S. Total,1,Electric Utility,ALL,all fuels,2011.06696,million MMBtu
2807,2006-03,US,U.S. Total,7,Industrial CHP,ALL,all fuels,280.83669,million MMBtu
2808,2006-03,US,U.S. Total,6,Industrial Non-CHP,ALL,all fuels,9.65024,million MMBtu
2809,2006-03,US,U.S. Total,3,IPP CHP,ALL,all fuels,142.22701,million MMBtu
2810,2006-03,US,U.S. Total,98,Electric Power,ALL,all fuels,3122.72192,million MMBtu
2811,2006-03,US,U.S. Total,5,Commercial CHP,ALL,all fuels,12.5987,million MMBtu
2812,2006-03,US,U.S. Total,99,All Sectors,ALL,all fuels,3427.53125,million MMBtu
2813,2006-03,US,U.S. Total,2,IPP Non-CHP,ALL,all fuels,969.42795,million MMBtu
2814,2006-02,US,U.S. Total,97,All Industrial,ALL,all fuels,272.90012,million MMBtu
2815,2006-02,US,U.S. Total,99,All Sectors,ALL,all fuels,3302.08777,million MMBtu
2816,2006-02,US,U.S. Total,90,Electric Power Sector Non-CHP,ALL,all fuels,2882.85624,million MMBtu
2817,2006-02,US,U.S. Total,2,IPP Non-CHP,ALL,all fuels,926.0995,million MMBtu
2818,2006-02,US,U.S. Total,3,IPP CHP,ALL,all fuels,131.98896,million MMBtu
2819,2006-02,US,U.S. Total,96,All Commercial,ALL,all fuels,14.34245,million MMBtu
2820,2006-02,US,U.S. Total,95,Coal Consumption,ALL,all fuels,6.62182,million MMBtu
2821,2006-02,US,U.S. Total,4,Commercial Non-CHP,ALL,all fuels,1.94071,million MMBtu
2822,2006-02,US,U.S. Total,98,Electric Power,ALL,all fuels,3014.8452,million MMBtu
2823,2006-02,US,U.S. Total,7,Industrial CHP,ALL,all fuels,264.1458,million MMBtu
2824,2006-02,US,U.S. Total,6,Industrial Non-CHP,ALL,all fuels,8.75432,million MMBtu
2825,2006-02,US,U.S. Total,5,Commercial CHP,ALL,all fuels,12.40174,million MMBtu
2826,2006-02,US,U.S. Total,1,Electric Utility,ALL,all fuels,1956.75675,million MMBtu
2827,2006-02,US,U.S. Total,94,Independent Power Producers,ALL,all fuels,1058.08845,million MMBtu
2828,2006-01,US,U.S. Total,2,IPP Non-CHP,ALL,all fuels,1003.2479,million MMBtu
2829,2006-01,US,U.S. Total,90,Electric Power Sector Non-CHP,ALL,all fuels,3097.91343,million MMBtu
2830,2006-01,US,U.S. Total,97,All Industrial,ALL,all fuels,306.20023,million MMBtu
2831,2006-01,US,U.S. Total,96,All Commercial,ALL,all fuels,15.1494,million MMBtu
2832,2006-01,US,U.S. Total,5,Commercial CHP,ALL,all fuels,13.15463,million MMBtu
2833,2006-01,US,U.S. Total,4,Commercial Non-CHP,ALL,all fuels,1.99478,million MMBtu
2834,2006-01,US,U.S. Total,1,Electric Utility,ALL,all fuels,2094.66553,million MMBtu
2835,2006-01,US,U.S. Total,6,Industrial Non-CHP,ALL,all fuels,10.02082,million MMBtu
2836,2006-01,US,U.S. Total,3,IPP CHP,ALL,all fuels,144.2155,million MMBtu
2837,2006-01,US,U.S. Total,7,Industrial CHP,ALL,all fuels,296.17941,million MMBtu
2838,2006-01,US,U.S. Total,99,All Sectors,ALL,all fuels,3563.47856,million MMBtu
2839,2006-01,US,U.S. Total,94,Independent Power Producers,ALL,all fuels,1147.4634,million MMBtu
2840,2006-01,US,U.S. Total,95,Coal Consumption,ALL,all fuels,7.32283,million MMBtu
2841,2006-01,US,U.S. Total,98,Electric Power,ALL,all fuels,3242.12893,million MMBtu
2842,2005-12,US,U.S. Total,6,Industrial Non-CHP,ALL,all fuels,12.70502,million MMBtu
2843,2005-12,US,U.S. Total,99,All Sectors,ALL,all fuels,3752.3532,million MMBtu
2844,2005-12,US,U.S. Total,1,Electric Utility,ALL,all fuels,2188.41913,million MMBtu
2845,2005-12,US,U.S. Total,5,Commercial CHP,ALL,all fuels,13.3919,million MMBtu
2846,2005-12,US,U.S. Total,2,IPP Non-CHP,ALL,all fuels,1091.5497,million MMBtu
2847,2005-12,US,U.S. Total,98,Electric Power,ALL,all fuels,3450.54083,million MMBtu
2848,2005-12,US,U.S. Total,4,Commercial Non-CHP,ALL,all fuels,1.90979,million MMBtu
2849,2005-12,US,U.S. Total,95,Coal Consumption,ALL,all fuels,7.80316,million MMBtu
2850,2005-12,US,U.S. Total,3,IPP CHP,ALL,all fuels,170.572,million MMBtu
2851,2005-12,US,U.S. Total,97,All Industrial,ALL,all fuels,286.51068,million MMBtu
2852,2005-12,US,U.S. Total,96,All Commercial,ALL,all fuels,15.30169,million MMBtu
2853,2005-12,US,U.S. Total,90,Electric Power Sector Non-CHP,ALL,all fuels,3279.96883,million MMBtu
2854,2005-12,US,U.S. Total,94,Independent Power Producers,ALL,all fuels,1262.1217,million MMBtu
2855,2005-12,US,U.S. Total,7,Industrial CHP,ALL,all fuels,273.80566,million MMBtu
2856,2005-11,US,U.S. Total,1,Electric Utility,ALL,all fuels,1928.8533,million MMBtu
2857,2005-11,US,U.S. Total,97,All Industrial,ALL,all fuels,260.66579,million MMBtu
2858,2005-11,US,U.S. Total,94,Independent Power Producers,ALL,all fuels,1093.27904,million MMBtu
2859,2005-11,US,U.S. Total,96,All Commercial,ALL,all fuels,13.34932,million MMBtu
2860,2005-11,US,U.S. Total,95,Coal Consumption,ALL,all fuels,6.60098,million MMBtu
2861,2005-11,US,U.S. Total,7,Industrial CHP,ALL,all fuels,249.75761,million MMBtu
2862,2005-11,US,U.S. Total,5,Commercial CHP,ALL,all fuels,11.53992,million MMBtu
2863,2005-11,US,U.S. Total,3,IPP CHP,ALL,all fuels,142.04174,million MMBtu
2864,2005-11,US,U.S. Total,98,Electric Power,ALL,all fuels,3022.13233,million MMBtu
2865,2005-11,US,U.S. Total,6,Industrial Non-CHP,ALL,all fuels,10.90819,million MMBtu
2866,2005-11,US,U.S. Total,4,Commercial Non-CHP,ALL,all fuels,1.8094,million MMBtu
2867,2005-11,US,U.S. Total,99,All Sectors,ALL,all fuels,3296.14745,million MMBtu
2868,2005-11,US,U.S. Total,90,Electric Power Sector Non-CHP,ALL,all fuels,2880.09059,million MMBtu
2869,2005-11,US,U.S. Total,2,IPP Non-CHP,ALL,all fuels,951.2373,million MMBtu
2870,2005-10,US,U.S. Total,4,Commercial Non-CHP,ALL,all fuels,1.77155,million MMBtu
2871,2005-10,US,U.S. Total,6,Industrial Non-CHP,ALL,all fuels,11.239,million MMBtu
2872,2005-10,US,U.S. Total,5,Commercial CHP,ALL,all fuels,11.49664,million MMBtu
2873,2005-10,US,U.S. Total,3,IPP CHP,ALL,all fuels,148.45864,million MMBtu
2874,2005-10,US,U.S. Total,90,Electric Power Sector Non-CHP,ALL,all fuels,2989.10458,million MMBtu
2875,2005-10,US,U.S. Total,7,Industrial CHP,ALL,all fuels,255.51755,million MMBtu
2876,2005-10,US,U.S. Total,98,Electric Power,ALL,all fuels,3137.56322,million MMBtu
2877,2005-10,US,U.S. Total,94,Independent Power Producers,ALL,all fuels,1140.44924,million MMBtu
2878,2005-10,US,U.S. Total,99,All Sectors,ALL,all fuels,3417.58797,million MMBtu
2879,2005-10,US,U.S. Total,1,Electric Utility,ALL,all fuels,1997.11399,million MMBtu
2880,2005-10,US,U.S. Total,2,IPP Non-CHP,ALL,all fuels,991.99059,million MMBtu
2881,2005-10,US,U.S. Total,97,All Industrial,ALL,all fuels,266.75656,million MMBtu
2882,2005-10,US,U.S. Total,96,All Commercial,ALL,all fuels,13.26818,million MMBtu
2883,2005-10,US,U.S. Total,95,Coal Consumption,ALL,all fuels,7.65951,million MMBtu
2884,2005-09,US,U.S. Total,2,IPP Non-CHP,ALL,all fuels,1107.77884,million MMBtu
2885,2005-09,US,U.S. Total,90,Electric Power Sector Non-CHP,ALL,all fuels,3284.64054,million MMBtu
2886,2005-09,US,U.S. Total,6,Industrial Non-CHP,ALL,all fuels,13.09466,million MMBtu
2887,2005-09,US,U.S. Total,97,All Industrial,ALL,all fuels,278.82607,million MMBtu
2888,2005-09,US,U.S. Total,4,Commercial Non-CHP,ALL,all fuels,1.90148,million MMBtu
2889,2005-09,US,U.S. Total,99,All Sectors,ALL,all fuels,3752.11233,million MMBtu
2890,2005-09,US,U.S. Total,95,Coal Consumption,ALL,all fuels,9.08708,million MMBtu
2891,2005-09,US,U.S. Total,94,Independent Power Producers,ALL,all fuels,1281.98348,million MMBtu
2892,2005-09,US,U.S. Total,7,Industrial CHP,ALL,all fuels,265.73141,million MMBtu
2893,2005-09,US,U.S. Total,1,Electric Utility,ALL,all fuels,2176.86171,million MMBtu
2894,2005-09,US,U.S. Total,5,Commercial CHP,ALL,all fuels,12.53959,million MMBtu
2895,2005-09,US,U.S. Total,98,Electric Power,ALL,all fuels,3458.84518,million MMBtu
2896,2005-09,US,U.S. Total,96,All Commercial,ALL,all fuels,14.44107,million MMBtu
2897,2005-09,US,U.S. Total,3,IPP CHP,ALL,all fuels,174.20464,million MMBtu
2898,2005-08,US,U.S. Total,3,IPP CHP,ALL,all fuels,204.97533,million MMBtu
2899,2005-08,US,U.S. Total,90,Electric Power Sector Non-CHP,ALL,all fuels,3765.76943,million MMBtu
2900,2005-08,US,U.S. Total,2,IPP Non-CHP,ALL,all fuels,1296.83973,million MMBtu
2901,2005-08,US,U.S. Total,5,Commercial CHP,ALL,all fuels,14.85974,million MMBtu
2902,2005-08,US,U.S. Total,96,All Commercial,ALL,all fuels,16.71547,million MMBtu
2903,2005-08,US,U.S. Total,95,Coal Consumption,ALL,all fuels,11.28259,million MMBtu
2904,2005-08,US,U.S. Total,97,All Industrial,ALL,all fuels,314.65444,million MMBtu
2905,2005-08,US,U.S. Total,99,All Sectors,ALL,all fuels,4302.11468,million MMBtu
2906,2005-08,US,U.S. Total,1,Electric Utility,ALL,all fuels,2468.9297,million MMBtu
2907,2005-08,US,U.S. Total,7,Industrial CHP,ALL,all fuels,299.67997,million MMBtu
2908,2005-08,US,U.S. Total,94,Independent Power Producers,ALL,all fuels,1501.81506,million MMBtu
2909,2005-08,US,U.S. Total,6,Industrial Non-CHP,ALL,all fuels,14.97447,million MMBtu
2910,2005-08,US,U.S. Total,98,Electric Power,ALL,all fuels,3970.74476,million MMBtu
2911,2005-08,US,U.S. Total,4,Commercial Non-CHP,ALL,all fuels,1.85574,million MMBtu
2912,2005-07,US,U.S. Total,90,Electric Power Sector Non-CHP,ALL,all fuels,3762.6167,million MMBtu
2913,2005-07,US,U.S. Total,94,Independent Power Producers,ALL,all fuels,1482.95945,million MMBtu
2914,2005-07,US,U.S. Total,7,Industrial CHP,ALL,all fuels,299.66528,million MMBtu
2915,2005-07,US,U.S. Total,95,Coal Consumption,ALL,all fuels,10.89461,million MMBtu
2916,2005-07,US,U.S. Total,4,Commercial Non-CHP,ALL,all fuels,2.00781,million MMBtu
2917,2005-07,US,U.S. Total,6,Industrial Non-CHP,ALL,all fuels,14.52137,million MMBtu
2918,2005-07,US,U.S. Total,98,Electric Power,ALL,all fuels,3962.49824,million MMBtu
2919,2005-07,US,U.S. Total,5,Commercial CHP,ALL,all fuels,14.78518,million MMBtu
2920,2005-07,US,U.S. Total,3,IPP CHP,ALL,all fuels,199.88155,million MMBtu
2921,2005-07,US,U.S. Total,2,IPP Non-CHP,ALL,all fuels,1283.0779,million MMBtu
2922,2005-07,US,U.S. Total,1,Electric Utility,ALL,all fuels,2479.5388,million MMBtu
2923,2005-07,US,U.S. Total,97,All Industrial,ALL,all fuels,314.18664,million MMBtu
2924,2005-07,US,U.S. Total,96,All Commercial,ALL,all fuels,16.79299,million MMBtu
2925,2005-07,US,U.S. Total,99,All Sectors,ALL,all fuels,4293.47788,million MMBtu
2926,2005-06,US,U.S. Total,1,Electric Utility,ALL,all fuels,2264.94261,million MMBtu
2927,2005-06,US,U.S. Total,90,Electric Power Sector Non-CHP,ALL,all fuels,3397.17605,million MMBtu
2928,2005-06,US,U.S. Total,99,All Sectors,ALL,all fuels,3876.30594,million MMBtu
2929,2005-06,US,U.S. Total,94,Independent Power Producers,ALL,all fuels,1304.42796,million MMBtu
2930,2005-06,US,U.S. Total,6,Industrial Non-CHP,ALL,all fuels,13.3834,million MMBtu
2931,2005-06,US,U.S. Total,98,Electric Power,ALL,all fuels,3569.37058,million MMBtu
2932,2005-06,US,U.S. Total,3,IPP CHP,ALL,all fuels,172.19452,million MMBtu
2933,2005-06,US,U.S. Total,96,All Commercial,ALL,all fuels,15.47898,million MMBtu
2934,2005-06,US,U.S. Total,5,Commercial CHP,ALL,all fuels,13.46026,million MMBtu
2935,2005-06,US,U.S. Total,97,All Industrial,ALL,all fuels,291.45639,million MMBtu
2936,2005-06,US,U.S. Total,2,IPP Non-CHP,ALL,all fuels,1132.23344,million MMBtu
2937,2005-06,US,U.S. Total,4,Commercial Non-CHP,ALL,all fuels,2.01871,million MMBtu
2938,2005-06,US,U.S. Total,95,Coal Consumption,ALL,all fuels,9.06782,million MMBtu
2939,2005-06,US,U.S. Total,7,Industrial CHP,ALL,all fuels,278.07299,million MMBtu
2940,2005-05,US,U.S. Total,6,Industrial Non-CHP,ALL,all fuels,11.1724,million MMBtu
2941,2005-05,US,U.S. Total,5,Commercial CHP,ALL,all fuels,11.82701,million MMBtu
2942,2005-05,US,U.S. Total,7,Industrial CHP,ALL,all fuels,267.09555,million MMBtu
2943,2005-05,US,U.S. Total,97,All Industrial,ALL,all fuels,278.26795,million MMBtu
2944,2005-05,US,U.S. Total,95,Coal Consumption,ALL,all fuels,7.26648,million MMBtu
2945,2005-05,US,U.S. Total,94,Independent Power Producers,ALL,all fuels,1082.58499,million MMBtu
2946,2005-05,US,U.S. Total,3,IPP CHP,ALL,all fuels,142.41852,million MMBtu
2947,2005-05,US,U.S. Total,96,All Commercial,ALL,all fuels,13.76549,million MMBtu
2948,2005-05,US,U.S. Total,4,Commercial Non-CHP,ALL,all fuels,1.93849,million MMBtu
2949,2005-05,US,U.S. Total,90,Electric Power Sector Non-CHP,ALL,all fuels,2961.33498,million MMBtu
2950,2005-05,US,U.S. Total,98,Electric Power,ALL,all fuels,3103.7535,million MMBtu
2951,2005-05,US,U.S. Total,2,IPP Non-CHP,ALL,all fuels,940.16647,million MMBtu
2952,2005-05,US,U.S. Total,1,Electric Utility,ALL,all fuels,2021.16851,million MMBtu
2953,2005-05,US,U.S. Total,99,All Sectors,ALL,all fuels,3395.78695,million MMBtu
2954,2005-04,US,U.S. Total,1,Electric Utility,ALL,all fuels,1827.70696,million MMBtu
2955,2005-04,US,U.S. Total,4,Commercial Non-CHP,ALL,all fuels,1.62203,million MMBtu
2956,2005-04,US,U.S. Total,97,All Industrial,ALL,all fuels,276.78946,million MMBtu
2957,2005-04,US,U.S. Total,2,IPP Non-CHP,ALL,all fuels,869.45015,million MMBtu
2958,2005-04,US,U.S. Total,95,Coal Consumption,ALL,all fuels,5.8023,million MMBtu
2959,2005-04,US,U.S. Total,94,Independent Power Producers,ALL,all fuels,1010.11434,million MMBtu
2960,2005-04,US,U.S. Total,6,Industrial Non-CHP,ALL,all fuels,10.2836,million MMBtu
2961,2005-04,US,U.S. Total,5,Commercial CHP,ALL,all fuels,11.91534,million MMBtu
2962,2005-04,US,U.S. Total,90,Electric Power Sector Non-CHP,ALL,all fuels,2697.15712,million MMBtu
2963,2005-04,US,U.S. Total,7,Industrial CHP,ALL,all fuels,266.50586,million MMBtu
2964,2005-04,US,U.S. Total,96,All Commercial,ALL,all fuels,13.53737,million MMBtu
2965,2005-04,US,U.S. Total,98,Electric Power,ALL,all fuels,2837.8213,million MMBtu
2966,2005-04,US,U.S. Total,99,All Sectors,ALL,all fuels,3128.14813,million MMBtu
2967,2005-04,US,U.S. Total,3,IPP CHP,ALL,all fuels,140.66419,million MMBtu
2968,2005-03,US,U.S. Total,97,All Industrial,ALL,all fuels,290.86929,million MMBtu
2969,2005-03,US,U.S. Total,6,Industrial Non-CHP,ALL,all fuels,11.61088,million MMBtu
2970,2005-03,US,U.S. Total,98,Electric Power,ALL,all fuels,3121.69521,million MMBtu
2971,2005-03,US,U.S. Total,4,Commercial Non-CHP,ALL,all fuels,1.9728,million MMBtu
2972,2005-03,US,U.S. Total,2,IPP Non-CHP,ALL,all fuels,946.90279,million MMBtu
2973,2005-03,US,U.S. Total,90,Electric Power Sector Non-CHP,ALL,all fuels,2952.12039,million MMBtu
2974,2005-03,US,U.S. Total,95,Coal Consumption,ALL,all fuels,5.99693,million MMBtu
2975,2005-03,US,U.S. Total,96,All Commercial,ALL,all fuels,15.22354,million MMBtu
2976,2005-03,US,U.S. Total,94,Independent Power Producers,ALL,all fuels,1116.47762,million MMBtu
2977,2005-03,US,U.S. Total,1,Electric Utility,ALL,all fuels,2005.2176,million MMBtu
2978,2005-03,US,U.S. Total,99,All Sectors,ALL,all fuels,3427.78804,million MMBtu
2979,2005-03,US,U.S. Total,3,IPP CHP,ALL,all fuels,169.57482,million MMBtu
2980,2005-03,US,U.S. Total,7,Industrial CHP,ALL,all fuels,279.25841,million MMBtu
2981,2005-03,US,U.S. Total,5,Commercial CHP,ALL,all fuels,13.25074,million MMBtu
2982,2005-02,US,U.S. Total,96,All Commercial,ALL,all fuels,14.42035,million MMBtu
2983,2005-02,US,U.S. Total,6,Industrial Non-CHP,ALL,all fuels,10.70402,million MMBtu
2984,2005-02,US,U.S. Total,95,Coal Consumption,ALL,all fuels,5.79636,million MMBtu
2985,2005-02,US,U.S. Total,94,Independent Power Producers,ALL,all fuels,1044.52596,million MMBtu
2986,2005-02,US,U.S. Total,97,All Industrial,ALL,all fuels,279.31488,million MMBtu
2987,2005-02,US,U.S. Total,3,IPP CHP,ALL,all fuels,154.0244,million MMBtu
2988,2005-02,US,U.S. Total,5,Commercial CHP,ALL,all fuels,12.61919,million MMBtu
2989,2005-02,US,U.S. Total,4,Commercial Non-CHP,ALL,all fuels,1.80116,million MMBtu
2990,2005-02,US,U.S. Total,98,Electric Power,ALL,all fuels,2942.64922,million MMBtu
2991,2005-02,US,U.S. Total,99,All Sectors,ALL,all fuels,3236.38445,million MMBtu
2992,2005-02,US,U.S. Total,1,Electric Utility,ALL,all fuels,1898.12327,million MMBtu
2993,2005-02,US,U.S. Total,2,IPP Non-CHP,ALL,all fuels,890.50156,million MMBtu
2994,2005-02,US,U.S. Total,90,Electric Power Sector Non-CHP,ALL,all fuels,2788.62483,million MMBtu
2995,2005-02,US,U.S. Total,7,Industrial CHP,ALL,all fuels,268.61087,million MMBtu
2996,2005-01,US,U.S. Total,3,IPP CHP,ALL,all fuels,170.79909,million MMBtu
2997,2005-01,US,U.S. Total,97,All Industrial,ALL,all fuels,304.81241,million MMBtu
2998,2005-01,US,U.S. Total,96,All Commercial,ALL,all fuels,16.62862,million MMBtu
2999,2005-01,US,U.S. Total,95,Coal Consumption,ALL,all fuels,6.42041,million MMBtu
3000,2005-01,US,U.S. Total,4,Commercial Non-CHP,ALL,all fuels,1.95754,million MMBtu
3001,2005-01,US,U.S. Total,2,IPP Non-CHP,ALL,all fuels,1036.61887,million MMBtu
3002,2005-01,US,U.S. Total,94,Independent Power Producers,ALL,all fuels,1207.41796,million MMBtu
3003,2005-01,US,U.S. Total,6,Industrial Non-CHP,ALL,all fuels,12.28231,million MMBtu
3004,2005-01,US,U.S. Total,5,Commercial CHP,ALL,all fuels,14.67108,million MMBtu
3005,2005-01,US,U.S. Total,90,Electric Power Sector Non-CHP,ALL,all fuels,3221.08982,million MMBtu
3006,2005-01,US,U.S. Total,7,Industrial CHP,ALL,all fuels,292.5301,million MMBtu
3007,2005-01,US,U.S. Total,98,Electric Power,ALL,all fuels,3391.88891,million MMBtu
3008,2005-01,US,U.S. Total,1,Electric Utility,ALL,all fuels,2184.47095,million MMBtu
3009,2005-01,US,U.S. Total,99,All Sectors,ALL,all fuels,3713.32994,million MMBtu
3010,2004-12,US,U.S. Total,90,Electric Power Sector Non-CHP,ALL,all fuels,3198.03985,million MMBtu
3011,2004-12,US,U.S. Total,98,Electric Power,ALL,all fuels,3369.52826,million MMBtu
3012,2004-12,US,U.S. Total,6,Industrial Non-CHP,ALL,all fuels,13.84164,million MMBtu
3013,2004-12,US,U.S. Total,96,All Commercial,ALL,all fuels,16.26762,million MMBtu
3014,2004-12,US,U.S. Total,4,Commercial Non-CHP,ALL,all fuels,2.09381,million MMBtu
3015,2004-12,US,U.S. Total,1,Electric Utility,ALL,all fuels,2256.12682,million MMBtu
3016,2004-12,US,U.S. Total,5,Commercial CHP,ALL,all fuels,14.17381,million MMBtu
3017,2004-12,US,U.S. Total,3,IPP CHP,ALL,all fuels,171.48841,million MMBtu
3018,2004-12,US,U.S. Total,97,All Industrial,ALL,all fuels,322.57119,million MMBtu
3019,2004-12,US,U.S. Total,95,Coal Consumption,ALL,all fuels,7.68861,million MMBtu
3020,2004-12,US,U.S. Total,99,All Sectors,ALL,all fuels,3708.36707,million MMBtu
3021,2004-12,US,U.S. Total,7,Industrial CHP,ALL,all fuels,308.72955,million MMBtu
3022,2004-12,US,U.S. Total,94,Independent Power Producers,ALL,all fuels,1113.40144,million MMBtu
3023,2004-12,US,U.S. Total,2,IPP Non-CHP,ALL,all fuels,941.91303,million MMBtu
3024,2004-11,US,U.S. Total,7,Industrial CHP,ALL,all fuels,279.75833,million MMBtu
3025,2004-11,US,U.S. Total,95,Coal Consumption,ALL,all fuels,7.24388,million MMBtu
3026,2004-11,US,U.S. Total,98,Electric Power,ALL,all fuels,2978.92134,million MMBtu
3027,2004-11,US,U.S. Total,1,Electric Utility,ALL,all fuels,1971.10801,million MMBtu
3028,2004-11,US,U.S. Total,90,Electric Power Sector Non-CHP,ALL,all fuels,2818.86326,million MMBtu
3029,2004-11,US,U.S. Total,5,Commercial CHP,ALL,all fuels,12.84179,million MMBtu
3030,2004-11,US,U.S. Total,4,Commercial Non-CHP,ALL,all fuels,1.97437,million MMBtu
3031,2004-11,US,U.S. Total,6,Industrial Non-CHP,ALL,all fuels,12.85134,million MMBtu
3032,2004-11,US,U.S. Total,94,Independent Power Producers,ALL,all fuels,1007.81333,million MMBtu
3033,2004-11,US,U.S. Total,99,All Sectors,ALL,all fuels,3286.34716,million MMBtu
3034,2004-11,US,U.S. Total,97,All Industrial,ALL,all fuels,292.60967,million MMBtu
3035,2004-11,US,U.S. Total,96,All Commercial,ALL,all fuels,14.81616,million MMBtu
3036,2004-11,US,U.S. Total,2,IPP Non-CHP,ALL,all fuels,847.75525,million MMBtu
3037,2004-11,US,U.S. Total,3,IPP CHP,ALL,all fuels,160.05808,million MMBtu
3038,2004-10,US,U.S. Total,99,All Sectors,ALL,all fuels,3377.8997,million MMBtu
3039,2004-10,US,U.S. Total,94,Independent Power Producers,ALL,all fuels,1045.58387,million MMBtu
3040,2004-10,US,U.S. Total,4,Commercial Non-CHP,ALL,all fuels,1.81967,million MMBtu
3041,2004-10,US,U.S. Total,2,IPP Non-CHP,ALL,all fuels,891.62239,million MMBtu
3042,2004-10,US,U.S. Total,97,All Industrial,ALL,all fuels,294.4882,million MMBtu
3043,2004-10,US,U.S. Total,98,Electric Power,ALL,all fuels,3068.75202,million MMBtu
3044,2004-10,US,U.S. Total,7,Industrial CHP,ALL,all fuels,281.76561,million MMBtu
3045,2004-10,US,U.S. Total,5,Commercial CHP,ALL,all fuels,12.83981,million MMBtu
3046,2004-10,US,U.S. Total,1,Electric Utility,ALL,all fuels,2023.16815,million MMBtu
3047,2004-10,US,U.S. Total,3,IPP CHP,ALL,all fuels,153.96148,million MMBtu
3048,2004-10,US,U.S. Total,90,Electric Power Sector Non-CHP,ALL,all fuels,2914.79054,million MMBtu
3049,2004-10,US,U.S. Total,6,Industrial Non-CHP,ALL,all fuels,12.72259,million MMBtu
3050,2004-10,US,U.S. Total,96,All Commercial,ALL,all fuels,14.65948,million MMBtu
3051,2004-10,US,U.S. Total,95,Coal Consumption,ALL,all fuels,7.34293,million MMBtu
3052,2004-09,US,U.S. Total,7,Industrial CHP,ALL,all fuels,279.8478,million MMBtu
3053,2004-09,US,U.S. Total,99,All Sectors,ALL,all fuels,3610.31088,million MMBtu
3054,2004-09,US,U.S. Total,6,Industrial Non-CHP,ALL,all fuels,12.10478,million MMBtu
3055,2004-09,US,U.S. Total,98,Electric Power,ALL,all fuels,3303.26888,million MMBtu
3056,2004-09,US,U.S. Total,5,Commercial CHP,ALL,all fuels,13.21446,million MMBtu
3057,2004-09,US,U.S. Total,96,All Commercial,ALL,all fuels,15.08943,million MMBtu
3058,2004-09,US,U.S. Total,95,Coal Consumption,ALL,all fuels,7.66909,million MMBtu
3059,2004-09,US,U.S. Total,90,Electric Power Sector Non-CHP,ALL,all fuels,3133.74353,million MMBtu
3060,2004-09,US,U.S. Total,2,IPP Non-CHP,ALL,all fuels,971.94298,million MMBtu
3061,2004-09,US,U.S. Total,97,All Industrial,ALL,all fuels,291.95257,million MMBtu
3062,2004-09,US,U.S. Total,94,Independent Power Producers,ALL,all fuels,1141.46832,million MMBtu
3063,2004-09,US,U.S. Total,4,Commercial Non-CHP,ALL,all fuels,1.87497,million MMBtu
3064,2004-09,US,U.S. Total,3,IPP CHP,ALL,all fuels,169.52534,million MMBtu
3065,2004-09,US,U.S. Total,1,Electric Utility,ALL,all fuels,2161.80055,million MMBtu
3066,2004-08,US,U.S. Total,6,Industrial Non-CHP,ALL,all fuels,12.05897,million MMBtu
