,period,location,stateDescription,sectorid,sectorDescription,fueltypeid,fuelTypeDescription,total-consumption-btu,total-consumption-btu-units
1056,2020-12,US,U.S. Total,99,All Sectors,FOS,fossil fuels,1949.22476,million MMBtu
1057,2020-12,US,U.S. Total,99,All Sectors,DPV,estimated small scale solar photovoltaic,,million MMBtu
1058,2020-12,US,U.S. Total,99,All Sectors,DFO,distillate fuel oil,4.75447,million MMBtu
1059,2020-12,US,U.S. Total,99,All Sectors,COW,all coal products,847.54196,million MMBtu
1060,2020-12,US,U.S. Total,99,All Sectors,COL,"coal, excluding waste coal",839.73325,million MMBtu
1061,2020-12,US,U.S. Total,99,All Sectors,WWW,wood and wood wastes,103.73936,million MMBtu
1062,2020-12,US,U.S. Total,99,All Sectors,WOO,waste oil and other oils,1.07427,million MMBtu
1063,2020-12,US,U.S. Total,99,All Sectors,WOC,waste coal,7.80871,million MMBtu
1064,2020-12,US,U.S. Total,99,All Sectors,BIT,bituminous coal,255.00955,million MMBtu
1065,2020-12,US,U.S. Total,99,All Sectors,BIS,bituminous coal and synthetic coal,255.00955,million MMBtu
1066,2020-12,US,U.S. Total,99,All Sectors,BIO,biomass,131.47755,million MMBtu
1067,2020-12,US,U.S. Total,99,All Sectors,AOR,all renewables,469.28088,million MMBtu
1068,2020-11,US,U.S. Total,99,All Sectors,STH,solar thermal,1.43571,million MMBtu
1069,2020-11,US,U.S. Total,99,All Sectors,SPV,solar photovoltaic,49.15393,million MMBtu
1070,2020-11,US,U.S. Total,99,All Sectors,RFO,residual fuel oil,4.4485,million MMBtu
1071,2020-11,US,U.S. Total,99,All Sectors,REN,renewable,660.36486,million MMBtu
1072,2020-11,US,U.S. Total,99,All Sectors,RC,refined coal,250.98123,million MMBtu
1073,2020-11,US,U.S. Total,99,All Sectors,PET,petroleum,17.78785,million MMBtu
1074,2020-11,US,U.S. Total,99,All Sectors,PEL,petroleum liquids,9.45191,million MMBtu
1075,2020-11,US,U.S. Total,99,All Sectors,PC,petroleum coke,8.33594,million MMBtu
1076,2020-11,US,U.S. Total,99,All Sectors,OTH,other,18.52845,million MMBtu
1077,2020-11,US,U.S. Total,99,All Sectors,ORW,other renewables,5.8519,million MMBtu
1078,2020-11,US,U.S. Total,99,All Sectors,OOG,other gases,21.743,million MMBtu
1079,2020-11,US,U.S. Total,99,All Sectors,OBW,biomass,15.97148,million MMBtu
1080,2020-11,US,U.S. Total,99,All Sectors,OB2,biomass,5.8519,million MMBtu
1081,2020-11,US,U.S. Total,99,All Sectors,NUC,nuclear,645.17355,million MMBtu
1082,2020-11,US,U.S. Total,99,All Sectors,NGO,natural gas & other gases,944.04397,million MMBtu
1083,2020-11,US,U.S. Total,99,All Sectors,NG,natural gas,922.30097,million MMBtu
1084,2020-11,US,U.S. Total,99,All Sectors,MSB,biogenic municipal solid waste,10.11958,million MMBtu
1085,2020-11,US,U.S. Total,99,All Sectors,MLG,municiapl landfill gas,20.00207,million MMBtu
1086,2020-11,US,U.S. Total,99,All Sectors,LIG,lignite coal,17.23367,million MMBtu
1087,2020-11,US,U.S. Total,99,All Sectors,LFG,landfill gas,9.88249,million MMBtu
1088,2020-11,US,U.S. Total,99,All Sectors,HYC,conventional hydroelectric,183.29222,million MMBtu
1089,2020-11,US,U.S. Total,99,All Sectors,HPS,hydro-electric pumped storage,0.0,million MMBtu
1090,2020-11,US,U.S. Total,99,All Sectors,GEO,geothermal,12.27158,million MMBtu
1091,2020-11,US,U.S. Total,99,All Sectors,FOS,fossil fuels,1626.45148,million MMBtu
1092,2020-11,US,U.S. Total,99,All Sectors,DPV,estimated small scale solar photovoltaic,,million MMBtu
1093,2020-11,US,U.S. Total,99,All Sectors,DFO,distillate fuel oil,4.07917,million MMBtu
1094,2020-11,US,U.S. Total,99,All Sectors,COW,all coal products,664.61966,million MMBtu
1095,2020-11,US,U.S. Total,99,All Sectors,COL,"coal, excluding waste coal",658.87194,million MMBtu
1096,2020-11,US,U.S. Total,99,All Sectors,BIT,bituminous coal,185.71903,million MMBtu
1097,2020-11,US,U.S. Total,99,All Sectors,BIS,bituminous coal and synthetic coal,185.71903,million MMBtu
1098,2020-11,US,U.S. Total,99,All Sectors,BIO,biomass,123.56714,million MMBtu
1099,2020-11,US,U.S. Total,99,All Sectors,AOR,all renewables,477.07264,million MMBtu
1100,2020-11,US,U.S. Total,99,All Sectors,ALL,all fuels,2950.51834,million MMBtu
1101,2020-11,US,U.S. Total,99,All Sectors,WWW,wood and wood wastes,97.71317,million MMBtu
1102,2020-11,US,U.S. Total,99,All Sectors,WOO,waste oil and other oils,0.92424,million MMBtu
1103,2020-11,US,U.S. Total,99,All Sectors,WOC,waste coal,5.74773,million MMBtu
1104,2020-11,US,U.S. Total,99,All Sectors,WNT,onshore wind turbine,290.54114,million MMBtu
1105,2020-11,US,U.S. Total,99,All Sectors,WNS,offshore wind turbine,0.10314,million MMBtu
1106,2020-11,US,U.S. Total,99,All Sectors,WND,wind,290.64429,million MMBtu
1107,2020-11,US,U.S. Total,99,All Sectors,WAS,renewable waste products,25.85397,million MMBtu
1108,2020-11,US,U.S. Total,99,All Sectors,TSN,estimated total solar,,million MMBtu
1109,2020-11,US,U.S. Total,99,All Sectors,TPV,estimated total solar photovoltaic,,million MMBtu
1110,2020-11,US,U.S. Total,99,All Sectors,SUN,solar,50.58964,million MMBtu
1111,2020-11,US,U.S. Total,99,All Sectors,SUB,subbituminous coal,204.93801,million MMBtu
1112,2020-10,US,U.S. Total,99,All Sectors,PET,petroleum,16.18861,million MMBtu
1113,2020-10,US,U.S. Total,99,All Sectors,ALL,all fuels,3049.36454,million MMBtu
1114,2020-10,US,U.S. Total,99,All Sectors,OB2,biomass,5.62473,million MMBtu
1115,2020-10,US,U.S. Total,99,All Sectors,NUC,nuclear,620.09902,million MMBtu
1116,2020-10,US,U.S. Total,99,All Sectors,NGO,natural gas & other gases,1129.02474,million MMBtu
1117,2020-10,US,U.S. Total,99,All Sectors,NG,natural gas,1107.02509,million MMBtu
1118,2020-10,US,U.S. Total,99,All Sectors,MSB,biogenic municipal solid waste,10.31935,million MMBtu
1119,2020-10,US,U.S. Total,99,All Sectors,MLG,municiapl landfill gas,20.4926,million MMBtu
1120,2020-10,US,U.S. Total,99,All Sectors,LIG,lignite coal,15.00845,million MMBtu
1121,2020-10,US,U.S. Total,99,All Sectors,LFG,landfill gas,10.17325,million MMBtu
1122,2020-10,US,U.S. Total,99,All Sectors,HYC,conventional hydroelectric,165.02649,million MMBtu
1123,2020-10,US,U.S. Total,99,All Sectors,HPS,hydro-electric pumped storage,0.0,million MMBtu
1124,2020-10,US,U.S. Total,99,All Sectors,GEO,geothermal,11.29578,million MMBtu
1125,2020-10,US,U.S. Total,99,All Sectors,FOS,fossil fuels,1797.31784,million MMBtu
1126,2020-10,US,U.S. Total,99,All Sectors,DPV,estimated small scale solar photovoltaic,,million MMBtu
1127,2020-10,US,U.S. Total,99,All Sectors,DFO,distillate fuel oil,4.00915,million MMBtu
1128,2020-10,US,U.S. Total,99,All Sectors,COW,all coal products,652.10449,million MMBtu
1129,2020-10,US,U.S. Total,99,All Sectors,COL,"coal, excluding waste coal",645.22281,million MMBtu
1130,2020-10,US,U.S. Total,99,All Sectors,BIT,bituminous coal,181.64012,million MMBtu
1131,2020-10,US,U.S. Total,99,All Sectors,BIS,bituminous coal and synthetic coal,181.64012,million MMBtu
1132,2020-10,US,U.S. Total,99,All Sectors,BIO,biomass,121.81601,million MMBtu
1133,2020-10,US,U.S. Total,99,All Sectors,AOR,all renewables,448.13133,million MMBtu
1134,2020-10,US,U.S. Total,99,All Sectors,PEL,petroleum liquids,10.07668,million MMBtu
1135,2020-10,US,U.S. Total,99,All Sectors,PC,petroleum coke,6.11194,million MMBtu
1136,2020-10,US,U.S. Total,99,All Sectors,OTH,other,18.78986,million MMBtu
1137,2020-10,US,U.S. Total,99,All Sectors,ORW,other renewables,5.62473,million MMBtu
1138,2020-10,US,U.S. Total,99,All Sectors,OOG,other gases,21.99964,million MMBtu
1139,2020-10,US,U.S. Total,99,All Sectors,OBW,biomass,15.94408,million MMBtu
1140,2020-10,US,U.S. Total,99,All Sectors,WWW,wood and wood wastes,95.69868,million MMBtu
1141,2020-10,US,U.S. Total,99,All Sectors,WOO,waste oil and other oils,0.97268,million MMBtu
1142,2020-10,US,U.S. Total,99,All Sectors,WOC,waste coal,6.88168,million MMBtu
1143,2020-10,US,U.S. Total,99,All Sectors,WNT,onshore wind turbine,252.78931,million MMBtu
1144,2020-10,US,U.S. Total,99,All Sectors,WNS,offshore wind turbine,0.07191,million MMBtu
1145,2020-10,US,U.S. Total,99,All Sectors,WND,wind,252.86122,million MMBtu
1146,2020-10,US,U.S. Total,99,All Sectors,WAS,renewable waste products,26.11734,million MMBtu
1147,2020-10,US,U.S. Total,99,All Sectors,TSN,estimated total solar,,million MMBtu
1148,2020-10,US,U.S. Total,99,All Sectors,TPV,estimated total solar photovoltaic,,million MMBtu
1149,2020-10,US,U.S. Total,99,All Sectors,SUN,solar,62.15832,million MMBtu
1150,2020-10,US,U.S. Total,99,All Sectors,SUB,subbituminous coal,211.69548,million MMBtu
1151,2020-10,US,U.S. Total,99,All Sectors,STH,solar thermal,2.26489,million MMBtu
1152,2020-10,US,U.S. Total,99,All Sectors,SPV,solar photovoltaic,59.89343,million MMBtu
1153,2020-10,US,U.S. Total,99,All Sectors,RFO,residual fuel oil,5.09485,million MMBtu
1154,2020-10,US,U.S. Total,99,All Sectors,REN,renewable,613.15782,million MMBtu
1155,2020-10,US,U.S. Total,99,All Sectors,RC,refined coal,236.87876,million MMBtu
1156,2020-09,US,U.S. Total,99,All Sectors,DFO,distillate fuel oil,3.46315,million MMBtu
1157,2020-09,US,U.S. Total,99,All Sectors,COW,all coal products,746.13296,million MMBtu
1158,2020-09,US,U.S. Total,99,All Sectors,COL,"coal, excluding waste coal",739.39429,million MMBtu
1159,2020-09,US,U.S. Total,99,All Sectors,BIT,bituminous coal,222.50622,million MMBtu
1160,2020-09,US,U.S. Total,99,All Sectors,BIS,bituminous coal and synthetic coal,222.50622,million MMBtu
1161,2020-09,US,U.S. Total,99,All Sectors,BIO,biomass,116.88834,million MMBtu
1162,2020-09,US,U.S. Total,99,All Sectors,AOR,all renewables,399.43425,million MMBtu
1163,2020-09,US,U.S. Total,99,All Sectors,ALL,all fuels,3222.97635,million MMBtu
1164,2020-09,US,U.S. Total,99,All Sectors,WWW,wood and wood wastes,92.51347,million MMBtu
1165,2020-09,US,U.S. Total,99,All Sectors,WOO,waste oil and other oils,0.81267,million MMBtu
1166,2020-09,US,U.S. Total,99,All Sectors,WOC,waste coal,6.73867,million MMBtu
1167,2020-09,US,U.S. Total,99,All Sectors,WNT,onshore wind turbine,203.35109,million MMBtu
1168,2020-09,US,U.S. Total,99,All Sectors,WNS,offshore wind turbine,0.05951,million MMBtu
1169,2020-09,US,U.S. Total,99,All Sectors,WND,wind,203.41059,million MMBtu
1170,2020-09,US,U.S. Total,99,All Sectors,WAS,renewable waste products,24.37487,million MMBtu
1171,2020-09,US,U.S. Total,99,All Sectors,TSN,estimated total solar,,million MMBtu
1172,2020-09,US,U.S. Total,99,All Sectors,TPV,estimated total solar photovoltaic,,million MMBtu
1173,2020-09,US,U.S. Total,99,All Sectors,SUN,solar,67.83565,million MMBtu
1174,2020-09,US,U.S. Total,99,All Sectors,SUB,subbituminous coal,269.61604,million MMBtu
1175,2020-09,US,U.S. Total,99,All Sectors,STH,solar thermal,2.36271,million MMBtu
1176,2020-09,US,U.S. Total,99,All Sectors,SPV,solar photovoltaic,65.47294,million MMBtu
1177,2020-09,US,U.S. Total,99,All Sectors,RFO,residual fuel oil,4.69516,million MMBtu
1178,2020-09,US,U.S. Total,99,All Sectors,REN,renewable,563.30451,million MMBtu
1179,2020-09,US,U.S. Total,99,All Sectors,RC,refined coal,232.33566,million MMBtu
1180,2020-09,US,U.S. Total,99,All Sectors,PET,petroleum,15.89259,million MMBtu
1181,2020-09,US,U.S. Total,99,All Sectors,PEL,petroleum liquids,8.97098,million MMBtu
1182,2020-09,US,U.S. Total,99,All Sectors,PC,petroleum coke,6.92161,million MMBtu
1183,2020-09,US,U.S. Total,99,All Sectors,OTH,other,18.21911,million MMBtu
1184,2020-09,US,U.S. Total,99,All Sectors,ORW,other renewables,3.97508,million MMBtu
1185,2020-09,US,U.S. Total,99,All Sectors,OOG,other gases,20.70987,million MMBtu
1186,2020-09,US,U.S. Total,99,All Sectors,OBW,biomass,14.23444,million MMBtu
1187,2020-09,US,U.S. Total,99,All Sectors,OB2,biomass,3.97508,million MMBtu
1188,2020-09,US,U.S. Total,99,All Sectors,NUC,nuclear,686.58613,million MMBtu
1189,2020-09,US,U.S. Total,99,All Sectors,NGO,natural gas & other gases,1192.84105,million MMBtu
1190,2020-09,US,U.S. Total,99,All Sectors,NG,natural gas,1172.13119,million MMBtu
1191,2020-09,US,U.S. Total,99,All Sectors,MSB,biogenic municipal solid waste,10.25936,million MMBtu
1192,2020-09,US,U.S. Total,99,All Sectors,MLG,municiapl landfill gas,20.3998,million MMBtu
1193,2020-09,US,U.S. Total,99,All Sectors,LIG,lignite coal,14.93637,million MMBtu
1194,2020-09,US,U.S. Total,99,All Sectors,LFG,landfill gas,10.14044,million MMBtu
1195,2020-09,US,U.S. Total,99,All Sectors,HYC,conventional hydroelectric,163.87025,million MMBtu
1196,2020-09,US,U.S. Total,99,All Sectors,HPS,hydro-electric pumped storage,0.0,million MMBtu
1197,2020-09,US,U.S. Total,99,All Sectors,GEO,geothermal,11.29967,million MMBtu
1198,2020-09,US,U.S. Total,99,All Sectors,FOS,fossil fuels,1954.8666,million MMBtu
1199,2020-09,US,U.S. Total,99,All Sectors,DPV,estimated small scale solar photovoltaic,,million MMBtu
1200,2020-08,US,U.S. Total,99,All Sectors,BIS,bituminous coal and synthetic coal,308.30779,million MMBtu
1201,2020-08,US,U.S. Total,99,All Sectors,WND,wind,202.03633,million MMBtu
1202,2020-08,US,U.S. Total,99,All Sectors,WAS,renewable waste products,26.22617,million MMBtu
1203,2020-08,US,U.S. Total,99,All Sectors,TSN,estimated total solar,,million MMBtu
1204,2020-08,US,U.S. Total,99,All Sectors,TPV,estimated total solar photovoltaic,,million MMBtu
1205,2020-08,US,U.S. Total,99,All Sectors,SUN,solar,81.72416,million MMBtu
1206,2020-08,US,U.S. Total,99,All Sectors,SUB,subbituminous coal,355.84483,million MMBtu
1207,2020-08,US,U.S. Total,99,All Sectors,STH,solar thermal,3.12237,million MMBtu
1208,2020-08,US,U.S. Total,99,All Sectors,ALL,all fuels,3841.10978,million MMBtu
1209,2020-08,US,U.S. Total,99,All Sectors,BIO,biomass,124.39197,million MMBtu
1210,2020-08,US,U.S. Total,99,All Sectors,AOR,all renewables,419.75935,million MMBtu
1211,2020-08,US,U.S. Total,99,All Sectors,SPV,solar photovoltaic,78.60179,million MMBtu
1212,2020-08,US,U.S. Total,99,All Sectors,RFO,residual fuel oil,5.2201,million MMBtu
1213,2020-08,US,U.S. Total,99,All Sectors,REN,renewable,624.02733,million MMBtu
1214,2020-08,US,U.S. Total,99,All Sectors,RC,refined coal,292.73903,million MMBtu
1215,2020-08,US,U.S. Total,99,All Sectors,PET,petroleum,21.08616,million MMBtu
1216,2020-08,US,U.S. Total,99,All Sectors,PEL,petroleum liquids,10.40471,million MMBtu
1217,2020-08,US,U.S. Total,99,All Sectors,PC,petroleum coke,10.68145,million MMBtu
1218,2020-08,US,U.S. Total,99,All Sectors,OTH,other,19.67641,million MMBtu
1219,2020-08,US,U.S. Total,99,All Sectors,ORW,other renewables,4.36314,million MMBtu
1220,2020-08,US,U.S. Total,99,All Sectors,OOG,other gases,23.0845,million MMBtu
1221,2020-08,US,U.S. Total,99,All Sectors,OBW,biomass,15.61198,million MMBtu
1222,2020-08,US,U.S. Total,99,All Sectors,WWW,wood and wood wastes,98.1658,million MMBtu
1223,2020-08,US,U.S. Total,99,All Sectors,WOO,waste oil and other oils,0.77981,million MMBtu
1224,2020-08,US,U.S. Total,99,All Sectors,WOC,waste coal,7.2771,million MMBtu
1225,2020-08,US,U.S. Total,99,All Sectors,WNT,onshore wind turbine,201.98062,million MMBtu
1226,2020-08,US,U.S. Total,99,All Sectors,WNS,offshore wind turbine,0.05572,million MMBtu
1227,2020-08,US,U.S. Total,99,All Sectors,OB2,biomass,4.36314,million MMBtu
1228,2020-08,US,U.S. Total,99,All Sectors,NUC,nuclear,720.58643,million MMBtu
1229,2020-08,US,U.S. Total,99,All Sectors,NGO,natural gas & other gases,1475.4366,million MMBtu
1230,2020-08,US,U.S. Total,99,All Sectors,NG,natural gas,1452.3521,million MMBtu
1231,2020-08,US,U.S. Total,99,All Sectors,MSB,biogenic municipal solid waste,11.24884,million MMBtu
1232,2020-08,US,U.S. Total,99,All Sectors,MLG,municiapl landfill gas,21.86303,million MMBtu
1233,2020-08,US,U.S. Total,99,All Sectors,LIG,lignite coal,16.1281,million MMBtu
1234,2020-08,US,U.S. Total,99,All Sectors,LFG,landfill gas,10.61418,million MMBtu
1235,2020-08,US,U.S. Total,99,All Sectors,HYC,conventional hydroelectric,204.26799,million MMBtu
1236,2020-08,US,U.S. Total,99,All Sectors,HPS,hydro-electric pumped storage,0.0,million MMBtu
1237,2020-08,US,U.S. Total,99,All Sectors,GEO,geothermal,11.60689,million MMBtu
1238,2020-08,US,U.S. Total,99,All Sectors,FOS,fossil fuels,2476.8196,million MMBtu
1239,2020-08,US,U.S. Total,99,All Sectors,DPV,estimated small scale solar photovoltaic,,million MMBtu
1240,2020-08,US,U.S. Total,99,All Sectors,DFO,distillate fuel oil,4.4048,million MMBtu
1241,2020-08,US,U.S. Total,99,All Sectors,COW,all coal products,980.29685,million MMBtu
1242,2020-08,US,U.S. Total,99,All Sectors,COL,"coal, excluding waste coal",973.01975,million MMBtu
1243,2020-08,US,U.S. Total,99,All Sectors,BIT,bituminous coal,308.30779,million MMBtu
1244,2020-07,US,U.S. Total,99,All Sectors,ALL,all fuels,3945.85897,million MMBtu
1245,2020-07,US,U.S. Total,99,All Sectors,WWW,wood and wood wastes,95.73936,million MMBtu
1246,2020-07,US,U.S. Total,99,All Sectors,WOO,waste oil and other oils,0.87435,million MMBtu
1247,2020-07,US,U.S. Total,99,All Sectors,WOC,waste coal,6.60926,million MMBtu
1248,2020-07,US,U.S. Total,99,All Sectors,WNT,onshore wind turbine,200.5423,million MMBtu
1249,2020-07,US,U.S. Total,99,All Sectors,WNS,offshore wind turbine,0.06287,million MMBtu
1250,2020-07,US,U.S. Total,99,All Sectors,WND,wind,200.60516,million MMBtu
1251,2020-07,US,U.S. Total,99,All Sectors,WAS,renewable waste products,25.70042,million MMBtu
1252,2020-07,US,U.S. Total,99,All Sectors,TSN,estimated total solar,,million MMBtu
1253,2020-07,US,U.S. Total,99,All Sectors,TPV,estimated total solar photovoltaic,,million MMBtu
1254,2020-07,US,U.S. Total,99,All Sectors,SUN,solar,93.07955,million MMBtu
1255,2020-07,US,U.S. Total,99,All Sectors,SUB,subbituminous coal,340.98114,million MMBtu
1256,2020-07,US,U.S. Total,99,All Sectors,STH,solar thermal,3.76448,million MMBtu
1257,2020-07,US,U.S. Total,99,All Sectors,SPV,solar photovoltaic,89.31508,million MMBtu
1258,2020-07,US,U.S. Total,99,All Sectors,RFO,residual fuel oil,5.13645,million MMBtu
1259,2020-07,US,U.S. Total,99,All Sectors,REN,renewable,661.41088,million MMBtu
1260,2020-07,US,U.S. Total,99,All Sectors,RC,refined coal,293.77024,million MMBtu
1261,2020-07,US,U.S. Total,99,All Sectors,PET,petroleum,21.99335,million MMBtu
1262,2020-07,US,U.S. Total,99,All Sectors,PEL,petroleum liquids,10.69849,million MMBtu
1263,2020-07,US,U.S. Total,99,All Sectors,PC,petroleum coke,11.29486,million MMBtu
1264,2020-07,US,U.S. Total,99,All Sectors,OTH,other,19.26357,million MMBtu
1265,2020-07,US,U.S. Total,99,All Sectors,ORW,other renewables,4.25784,million MMBtu
1266,2020-07,US,U.S. Total,99,All Sectors,OOG,other gases,22.04282,million MMBtu
1267,2020-07,US,U.S. Total,99,All Sectors,OBW,biomass,15.22379,million MMBtu
1268,2020-07,US,U.S. Total,99,All Sectors,OB2,biomass,4.25784,million MMBtu
1269,2020-07,US,U.S. Total,99,All Sectors,NUC,nuclear,724.9262,million MMBtu
1270,2020-07,US,U.S. Total,99,All Sectors,NGO,natural gas & other gases,1547.02747,million MMBtu
1271,2020-07,US,U.S. Total,99,All Sectors,NG,natural gas,1524.98464,million MMBtu
1272,2020-07,US,U.S. Total,99,All Sectors,MSB,biogenic municipal solid waste,10.96595,million MMBtu
1273,2020-07,US,U.S. Total,99,All Sectors,MLG,municiapl landfill gas,21.44258,million MMBtu
1274,2020-07,US,U.S. Total,99,All Sectors,LIG,lignite coal,15.60326,million MMBtu
1275,2020-07,US,U.S. Total,99,All Sectors,LFG,landfill gas,10.47663,million MMBtu
1276,2020-07,US,U.S. Total,99,All Sectors,HYC,conventional hydroelectric,234.607,million MMBtu
1277,2020-07,US,U.S. Total,99,All Sectors,HPS,hydro-electric pumped storage,0.0,million MMBtu
1278,2020-07,US,U.S. Total,99,All Sectors,GEO,geothermal,11.67938,million MMBtu
1279,2020-07,US,U.S. Total,99,All Sectors,FOS,fossil fuels,2540.25833,million MMBtu
1280,2020-07,US,U.S. Total,99,All Sectors,DPV,estimated small scale solar photovoltaic,,million MMBtu
1281,2020-07,US,U.S. Total,99,All Sectors,DFO,distillate fuel oil,4.68769,million MMBtu
1282,2020-07,US,U.S. Total,99,All Sectors,COW,all coal products,971.23751,million MMBtu
1283,2020-07,US,U.S. Total,99,All Sectors,COL,"coal, excluding waste coal",964.62826,million MMBtu
1284,2020-07,US,U.S. Total,99,All Sectors,BIT,bituminous coal,314.27362,million MMBtu
1285,2020-07,US,U.S. Total,99,All Sectors,BIS,bituminous coal and synthetic coal,314.27362,million MMBtu
1286,2020-07,US,U.S. Total,99,All Sectors,BIO,biomass,121.43978,million MMBtu
1287,2020-07,US,U.S. Total,99,All Sectors,AOR,all renewables,426.80388,million MMBtu
1288,2020-06,US,U.S. Total,99,All Sectors,ALL,all fuels,3400.26582,million MMBtu
1289,2020-06,US,U.S. Total,99,All Sectors,SPV,solar photovoltaic,81.44591,million MMBtu
1290,2020-06,US,U.S. Total,99,All Sectors,RFO,residual fuel oil,4.63076,million MMBtu
1291,2020-06,US,U.S. Total,99,All Sectors,REN,renewable,723.49914,million MMBtu
1292,2020-06,US,U.S. Total,99,All Sectors,RC,refined coal,221.86892,million MMBtu
1293,2020-06,US,U.S. Total,99,All Sectors,PET,petroleum,20.71421,million MMBtu
1294,2020-06,US,U.S. Total,99,All Sectors,PEL,petroleum liquids,9.73466,million MMBtu
1295,2020-06,US,U.S. Total,99,All Sectors,PC,petroleum coke,10.97955,million MMBtu
1296,2020-06,US,U.S. Total,99,All Sectors,OTH,other,17.90682,million MMBtu
1297,2020-06,US,U.S. Total,99,All Sectors,ORW,other renewables,4.34667,million MMBtu
1298,2020-06,US,U.S. Total,99,All Sectors,OOG,other gases,20.76349,million MMBtu
1299,2020-06,US,U.S. Total,99,All Sectors,OBW,biomass,14.30556,million MMBtu
1300,2020-06,US,U.S. Total,99,All Sectors,OB2,biomass,4.34667,million MMBtu
1301,2020-06,US,U.S. Total,99,All Sectors,NUC,nuclear,702.1353,million MMBtu
1302,2020-06,US,U.S. Total,99,All Sectors,NGO,natural gas & other gases,1219.83087,million MMBtu
1303,2020-06,US,U.S. Total,99,All Sectors,NG,natural gas,1199.06738,million MMBtu
1304,2020-06,US,U.S. Total,99,All Sectors,MSB,biogenic municipal solid waste,9.95889,million MMBtu
1305,2020-06,US,U.S. Total,99,All Sectors,MLG,municiapl landfill gas,20.05613,million MMBtu
1306,2020-06,US,U.S. Total,99,All Sectors,LIG,lignite coal,13.41369,million MMBtu
1307,2020-06,US,U.S. Total,99,All Sectors,LFG,landfill gas,10.09724,million MMBtu
1308,2020-06,US,U.S. Total,99,All Sectors,HYC,conventional hydroelectric,245.63988,million MMBtu
1309,2020-06,US,U.S. Total,99,All Sectors,HPS,hydro-electric pumped storage,0.0,million MMBtu
1310,2020-06,US,U.S. Total,99,All Sectors,GEO,geothermal,11.17787,million MMBtu
1311,2020-06,US,U.S. Total,99,All Sectors,FOS,fossil fuels,1956.72456,million MMBtu
1312,2020-06,US,U.S. Total,99,All Sectors,DPV,estimated small scale solar photovoltaic,,million MMBtu
1313,2020-06,US,U.S. Total,99,All Sectors,DFO,distillate fuel oil,4.34924,million MMBtu
1314,2020-06,US,U.S. Total,99,All Sectors,COW,all coal products,716.17948,million MMBtu
1315,2020-06,US,U.S. Total,99,All Sectors,COL,"coal, excluding waste coal",711.53159,million MMBtu
1316,2020-06,US,U.S. Total,99,All Sectors,WWW,wood and wood wastes,92.53057,million MMBtu
1317,2020-06,US,U.S. Total,99,All Sectors,WOO,waste oil and other oils,0.75466,million MMBtu
1318,2020-06,US,U.S. Total,99,All Sectors,WOC,waste coal,4.64789,million MMBtu
1319,2020-06,US,U.S. Total,99,All Sectors,WNT,onshore wind turbine,264.99617,million MMBtu
1320,2020-06,US,U.S. Total,99,All Sectors,WNS,offshore wind turbine,0.05726,million MMBtu
1321,2020-06,US,U.S. Total,99,All Sectors,WND,wind,265.05343,million MMBtu
1322,2020-06,US,U.S. Total,99,All Sectors,WAS,renewable waste products,24.4028,million MMBtu
1323,2020-06,US,U.S. Total,99,All Sectors,TSN,estimated total solar,,million MMBtu
1324,2020-06,US,U.S. Total,99,All Sectors,TPV,estimated total solar photovoltaic,,million MMBtu
1325,2020-06,US,U.S. Total,99,All Sectors,SUN,solar,84.6946,million MMBtu
1326,2020-06,US,U.S. Total,99,All Sectors,SUB,subbituminous coal,243.82589,million MMBtu
1327,2020-06,US,U.S. Total,99,All Sectors,BIT,bituminous coal,232.42308,million MMBtu
1328,2020-06,US,U.S. Total,99,All Sectors,BIS,bituminous coal and synthetic coal,232.42308,million MMBtu
1329,2020-06,US,U.S. Total,99,All Sectors,BIO,biomass,116.93337,million MMBtu
1330,2020-06,US,U.S. Total,99,All Sectors,AOR,all renewables,477.85926,million MMBtu
1331,2020-06,US,U.S. Total,99,All Sectors,STH,solar thermal,3.24869,million MMBtu
1332,2020-05,US,U.S. Total,99,All Sectors,PET,petroleum,17.08493,million MMBtu
1333,2020-05,US,U.S. Total,99,All Sectors,OBW,biomass,16.0897,million MMBtu
1334,2020-05,US,U.S. Total,99,All Sectors,OB2,biomass,5.34658,million MMBtu
1335,2020-05,US,U.S. Total,99,All Sectors,NUC,nuclear,672.12452,million MMBtu
1336,2020-05,US,U.S. Total,99,All Sectors,NGO,natural gas & other gases,1005.57643,million MMBtu
1337,2020-05,US,U.S. Total,99,All Sectors,NG,natural gas,984.48343,million MMBtu
1338,2020-05,US,U.S. Total,99,All Sectors,MSB,biogenic municipal solid waste,10.74312,million MMBtu
1339,2020-05,US,U.S. Total,99,All Sectors,MLG,municiapl landfill gas,21.68381,million MMBtu
1340,2020-05,US,U.S. Total,99,All Sectors,LIG,lignite coal,10.80955,million MMBtu
1341,2020-05,US,U.S. Total,99,All Sectors,LFG,landfill gas,10.94069,million MMBtu
1342,2020-05,US,U.S. Total,99,All Sectors,HYC,conventional hydroelectric,262.98263,million MMBtu
1343,2020-05,US,U.S. Total,99,All Sectors,HPS,hydro-electric pumped storage,0.0,million MMBtu
1344,2020-05,US,U.S. Total,99,All Sectors,GEO,geothermal,11.95118,million MMBtu
1345,2020-05,US,U.S. Total,99,All Sectors,FOS,fossil fuels,1538.94982,million MMBtu
1346,2020-05,US,U.S. Total,99,All Sectors,DPV,estimated small scale solar photovoltaic,,million MMBtu
