,period,location,stateDescription,sectorid,sectorDescription,fueltypeid,fuelTypeDescription,total-consumption-btu,total-consumption-btu-units
2380,2018-06,US,U.S. Total,99,All Sectors,REN,renewable,691.32643,million MMBtu
2381,2018-06,US,U.S. Total,99,All Sectors,RC,refined coal,250.1814,million MMBtu
2382,2018-06,US,U.S. Total,99,All Sectors,PET,petroleum,23.77881,million MMBtu
2383,2018-06,US,U.S. Total,99,All Sectors,PEL,petroleum liquids,12.20785,million MMBtu
2384,2018-06,US,U.S. Total,99,All Sectors,PC,petroleum coke,11.57097,million MMBtu
2385,2018-06,US,U.S. Total,99,All Sectors,OTH,other,19.58583,million MMBtu
2386,2018-06,US,U.S. Total,99,All Sectors,ORW,other renewables,4.89849,million MMBtu
2387,2018-06,US,U.S. Total,99,All Sectors,OOG,other gases,29.33586,million MMBtu
2388,2018-05,US,U.S. Total,99,All Sectors,OBW,biomass,19.04855,million MMBtu
2389,2018-05,US,U.S. Total,99,All Sectors,COL,"coal, excluding waste coal",912.81508,million MMBtu
2390,2018-05,US,U.S. Total,99,All Sectors,BIT,bituminous coal,300.13953,million MMBtu
2391,2018-05,US,U.S. Total,99,All Sectors,BIS,bituminous coal and synthetic coal,300.13953,million MMBtu
2392,2018-05,US,U.S. Total,99,All Sectors,BIO,biomass,137.24696,million MMBtu
2393,2018-05,US,U.S. Total,99,All Sectors,AOR,all renewables,430.257,million MMBtu
2394,2018-05,US,U.S. Total,99,All Sectors,ALL,all fuels,3394.03118,million MMBtu
2395,2018-05,US,U.S. Total,99,All Sectors,OB2,biomass,6.28395,million MMBtu
2396,2018-05,US,U.S. Total,99,All Sectors,NUC,nuclear,703.8712,million MMBtu
2397,2018-05,US,U.S. Total,99,All Sectors,NGO,natural gas & other gases,1024.35343,million MMBtu
2398,2018-05,US,U.S. Total,99,All Sectors,NG,natural gas,994.52163,million MMBtu
2399,2018-05,US,U.S. Total,99,All Sectors,MSB,biogenic municipal solid waste,12.7646,million MMBtu
2400,2018-05,US,U.S. Total,99,All Sectors,MLG,municiapl landfill gas,24.23494,million MMBtu
2401,2018-05,US,U.S. Total,99,All Sectors,LIG,lignite coal,32.01532,million MMBtu
2402,2018-05,US,U.S. Total,99,All Sectors,LFG,landfill gas,11.47035,million MMBtu
2403,2018-05,US,U.S. Total,99,All Sectors,HYC,conventional hydroelectric,277.17508,million MMBtu
2404,2018-05,US,U.S. Total,99,All Sectors,HPS,hydro-electric pumped storage,0.0,million MMBtu
2405,2018-05,US,U.S. Total,99,All Sectors,GEO,geothermal,12.58737,million MMBtu
2406,2018-05,US,U.S. Total,99,All Sectors,FOS,fossil fuels,1963.70668,million MMBtu
2407,2018-05,US,U.S. Total,99,All Sectors,DPV,estimated small scale solar photovoltaic,,million MMBtu
2408,2018-05,US,U.S. Total,99,All Sectors,DFO,distillate fuel oil,5.75682,million MMBtu
2409,2018-05,US,U.S. Total,99,All Sectors,COW,all coal products,919.48262,million MMBtu
2410,2018-05,US,U.S. Total,99,All Sectors,WWW,wood and wood wastes,106.72806,million MMBtu
2411,2018-05,US,U.S. Total,99,All Sectors,WOO,waste oil and other oils,0.78597,million MMBtu
2412,2018-05,US,U.S. Total,99,All Sectors,WOC,waste coal,6.66754,million MMBtu
2413,2018-05,US,U.S. Total,99,All Sectors,WNT,onshore wind turbine,217.99708,million MMBtu
2414,2018-05,US,U.S. Total,99,All Sectors,WNS,offshore wind turbine,0.0722,million MMBtu
2415,2018-05,US,U.S. Total,99,All Sectors,WND,wind,218.06928,million MMBtu
2416,2018-05,US,U.S. Total,99,All Sectors,WAS,renewable waste products,30.5189,million MMBtu
2417,2018-05,US,U.S. Total,99,All Sectors,TSN,estimated total solar,,million MMBtu
2418,2018-05,US,U.S. Total,99,All Sectors,TPV,estimated total solar photovoltaic,,million MMBtu
2419,2018-05,US,U.S. Total,99,All Sectors,SUN,solar,62.35338,million MMBtu
2420,2018-05,US,U.S. Total,99,All Sectors,SUB,subbituminous coal,368.2664,million MMBtu
2421,2018-05,US,U.S. Total,99,All Sectors,STH,solar thermal,3.91409,million MMBtu
2422,2018-05,US,U.S. Total,99,All Sectors,SPV,solar photovoltaic,58.43929,million MMBtu
2423,2018-05,US,U.S. Total,99,All Sectors,RFO,residual fuel oil,5.32932,million MMBtu
2424,2018-05,US,U.S. Total,99,All Sectors,REN,renewable,707.43207,million MMBtu
2425,2018-05,US,U.S. Total,99,All Sectors,RC,refined coal,212.39383,million MMBtu
2426,2018-05,US,U.S. Total,99,All Sectors,PET,petroleum,19.87063,million MMBtu
2427,2018-05,US,U.S. Total,99,All Sectors,PEL,petroleum liquids,11.87211,million MMBtu
2428,2018-05,US,U.S. Total,99,All Sectors,PC,petroleum coke,7.99852,million MMBtu
2429,2018-05,US,U.S. Total,99,All Sectors,OTH,other,19.02123,million MMBtu
2430,2018-05,US,U.S. Total,99,All Sectors,ORW,other renewables,6.28395,million MMBtu
2431,2018-05,US,U.S. Total,99,All Sectors,OOG,other gases,29.83181,million MMBtu
2432,2018-04,US,U.S. Total,99,All Sectors,DFO,distillate fuel oil,4.76853,million MMBtu
2433,2018-04,US,U.S. Total,99,All Sectors,REN,renewable,694.13682,million MMBtu
2434,2018-04,US,U.S. Total,99,All Sectors,RC,refined coal,169.43657,million MMBtu
2435,2018-04,US,U.S. Total,99,All Sectors,PET,petroleum,20.21688,million MMBtu
2436,2018-04,US,U.S. Total,99,All Sectors,LFG,landfill gas,11.24236,million MMBtu
2437,2018-04,US,U.S. Total,99,All Sectors,HYC,conventional hydroelectric,255.97076,million MMBtu
2438,2018-04,US,U.S. Total,99,All Sectors,MSB,biogenic municipal solid waste,12.26462,million MMBtu
2439,2018-04,US,U.S. Total,99,All Sectors,MLG,municiapl landfill gas,23.50698,million MMBtu
2440,2018-04,US,U.S. Total,99,All Sectors,LIG,lignite coal,30.97619,million MMBtu
2441,2018-04,US,U.S. Total,99,All Sectors,HPS,hydro-electric pumped storage,0.0,million MMBtu
2442,2018-04,US,U.S. Total,99,All Sectors,COW,all coal products,786.22896,million MMBtu
2443,2018-04,US,U.S. Total,99,All Sectors,COL,"coal, excluding waste coal",778.64296,million MMBtu
2444,2018-04,US,U.S. Total,99,All Sectors,BIT,bituminous coal,269.49444,million MMBtu
2445,2018-04,US,U.S. Total,99,All Sectors,OTH,other,18.17595,million MMBtu
2446,2018-04,US,U.S. Total,99,All Sectors,ORW,other renewables,7.25076,million MMBtu
2447,2018-04,US,U.S. Total,99,All Sectors,OOG,other gases,27.26695,million MMBtu
2448,2018-04,US,U.S. Total,99,All Sectors,OBW,biomass,19.51538,million MMBtu
2449,2018-04,US,U.S. Total,99,All Sectors,OB2,biomass,7.25076,million MMBtu
2450,2018-04,US,U.S. Total,99,All Sectors,NUC,nuclear,618.32097,million MMBtu
2451,2018-04,US,U.S. Total,99,All Sectors,NGO,natural gas & other gases,868.83942,million MMBtu
2452,2018-04,US,U.S. Total,99,All Sectors,NG,natural gas,841.57247,million MMBtu
2453,2018-04,US,U.S. Total,99,All Sectors,PEL,petroleum liquids,10.29138,million MMBtu
2454,2018-04,US,U.S. Total,99,All Sectors,PC,petroleum coke,9.92551,million MMBtu
2455,2018-04,US,U.S. Total,99,All Sectors,BIS,bituminous coal and synthetic coal,269.49444,million MMBtu
2456,2018-04,US,U.S. Total,99,All Sectors,BIO,biomass,131.5841,million MMBtu
2457,2018-04,US,U.S. Total,99,All Sectors,AOR,all renewables,438.16606,million MMBtu
2458,2018-04,US,U.S. Total,99,All Sectors,ALL,all fuels,3005.91901,million MMBtu
2459,2018-04,US,U.S. Total,99,All Sectors,STH,solar thermal,2.86038,million MMBtu
2460,2018-04,US,U.S. Total,99,All Sectors,SPV,solar photovoltaic,52.28007,million MMBtu
2461,2018-04,US,U.S. Total,99,All Sectors,RFO,residual fuel oil,4.8424,million MMBtu
2462,2018-04,US,U.S. Total,99,All Sectors,WAS,renewable waste products,30.75774,million MMBtu
2463,2018-04,US,U.S. Total,99,All Sectors,TSN,estimated total solar,,million MMBtu
2464,2018-04,US,U.S. Total,99,All Sectors,TPV,estimated total solar photovoltaic,,million MMBtu
2465,2018-04,US,U.S. Total,99,All Sectors,WWW,wood and wood wastes,100.82636,million MMBtu
2466,2018-04,US,U.S. Total,99,All Sectors,WOO,waste oil and other oils,0.68045,million MMBtu
2467,2018-04,US,U.S. Total,99,All Sectors,WOC,waste coal,7.586,million MMBtu
2468,2018-04,US,U.S. Total,99,All Sectors,SUN,solar,55.14044,million MMBtu
2469,2018-04,US,U.S. Total,99,All Sectors,SUB,subbituminous coal,308.73576,million MMBtu
2470,2018-04,US,U.S. Total,99,All Sectors,WNT,onshore wind turbine,240.52856,million MMBtu
2471,2018-04,US,U.S. Total,99,All Sectors,WNS,offshore wind turbine,0.09799,million MMBtu
2472,2018-04,US,U.S. Total,99,All Sectors,WND,wind,240.62654,million MMBtu
2473,2018-04,US,U.S. Total,99,All Sectors,GEO,geothermal,10.81498,million MMBtu
2474,2018-04,US,U.S. Total,99,All Sectors,FOS,fossil fuels,1675.28527,million MMBtu
2475,2018-04,US,U.S. Total,99,All Sectors,DPV,estimated small scale solar photovoltaic,,million MMBtu
2476,2018-03,US,U.S. Total,99,All Sectors,ALL,all fuels,3218.10941,million MMBtu
2477,2018-03,US,U.S. Total,99,All Sectors,SUN,solar,46.03198,million MMBtu
2478,2018-03,US,U.S. Total,99,All Sectors,SUB,subbituminous coal,327.25804,million MMBtu
2479,2018-03,US,U.S. Total,99,All Sectors,STH,solar thermal,2.34508,million MMBtu
2480,2018-03,US,U.S. Total,99,All Sectors,SPV,solar photovoltaic,43.6869,million MMBtu
2481,2018-03,US,U.S. Total,99,All Sectors,RFO,residual fuel oil,4.50215,million MMBtu
2482,2018-03,US,U.S. Total,99,All Sectors,REN,renewable,678.27308,million MMBtu
2483,2018-03,US,U.S. Total,99,All Sectors,RC,refined coal,202.70965,million MMBtu
2484,2018-03,US,U.S. Total,99,All Sectors,PET,petroleum,18.82455,million MMBtu
2485,2018-03,US,U.S. Total,99,All Sectors,PEL,petroleum liquids,9.7465,million MMBtu
2486,2018-03,US,U.S. Total,99,All Sectors,PC,petroleum coke,9.07805,million MMBtu
2487,2018-03,US,U.S. Total,99,All Sectors,OTH,other,19.31491,million MMBtu
2488,2018-03,US,U.S. Total,99,All Sectors,ORW,other renewables,8.37218,million MMBtu
2489,2018-03,US,U.S. Total,99,All Sectors,OOG,other gases,29.7275,million MMBtu
2490,2018-03,US,U.S. Total,99,All Sectors,OBW,biomass,21.08095,million MMBtu
2491,2018-03,US,U.S. Total,99,All Sectors,OB2,biomass,8.37218,million MMBtu
2492,2018-03,US,U.S. Total,99,All Sectors,NUC,nuclear,700.80286,million MMBtu
2493,2018-03,US,U.S. Total,99,All Sectors,NGO,natural gas & other gases,931.60149,million MMBtu
2494,2018-03,US,U.S. Total,99,All Sectors,NG,natural gas,901.87399,million MMBtu
2495,2018-03,US,U.S. Total,99,All Sectors,MSB,biogenic municipal solid waste,12.70877,million MMBtu
2496,2018-03,US,U.S. Total,99,All Sectors,WWW,wood and wood wastes,110.42461,million MMBtu
2497,2018-03,US,U.S. Total,99,All Sectors,WOO,waste oil and other oils,0.71792,million MMBtu
2498,2018-03,US,U.S. Total,99,All Sectors,WOC,waste coal,11.21304,million MMBtu
2499,2018-03,US,U.S. Total,99,All Sectors,WNT,onshore wind turbine,240.81462,million MMBtu
2500,2018-03,US,U.S. Total,99,All Sectors,WNS,offshore wind turbine,0.11092,million MMBtu
2501,2018-03,US,U.S. Total,99,All Sectors,WND,wind,240.92554,million MMBtu
2502,2018-03,US,U.S. Total,99,All Sectors,WAS,renewable waste products,33.00626,million MMBtu
2503,2018-03,US,U.S. Total,99,All Sectors,TSN,estimated total solar,,million MMBtu
2504,2018-03,US,U.S. Total,99,All Sectors,TPV,estimated total solar photovoltaic,,million MMBtu
2505,2018-03,US,U.S. Total,99,All Sectors,MLG,municiapl landfill gas,24.63409,million MMBtu
2506,2018-03,US,U.S. Total,99,All Sectors,LIG,lignite coal,34.25258,million MMBtu
2507,2018-03,US,U.S. Total,99,All Sectors,LFG,landfill gas,11.92532,million MMBtu
2508,2018-03,US,U.S. Total,99,All Sectors,HYC,conventional hydroelectric,235.44176,million MMBtu
2509,2018-03,US,U.S. Total,99,All Sectors,HPS,hydro-electric pumped storage,0.0,million MMBtu
2510,2018-03,US,U.S. Total,99,All Sectors,GEO,geothermal,12.44292,million MMBtu
2511,2018-03,US,U.S. Total,99,All Sectors,FOS,fossil fuels,1819.71856,million MMBtu
2512,2018-03,US,U.S. Total,99,All Sectors,DPV,estimated small scale solar photovoltaic,,million MMBtu
2513,2018-03,US,U.S. Total,99,All Sectors,DFO,distillate fuel oil,4.52643,million MMBtu
2514,2018-03,US,U.S. Total,99,All Sectors,COW,all coal products,869.29252,million MMBtu
2515,2018-03,US,U.S. Total,99,All Sectors,COL,"coal, excluding waste coal",858.07948,million MMBtu
2516,2018-03,US,U.S. Total,99,All Sectors,BIT,bituminous coal,293.85922,million MMBtu
2517,2018-03,US,U.S. Total,99,All Sectors,BIS,bituminous coal and synthetic coal,293.85922,million MMBtu
2518,2018-03,US,U.S. Total,99,All Sectors,BIO,biomass,143.43088,million MMBtu
2519,2018-03,US,U.S. Total,99,All Sectors,AOR,all renewables,442.83132,million MMBtu
2520,2018-02,US,U.S. Total,99,All Sectors,ALL,all fuels,3075.35048,million MMBtu
2521,2018-02,US,U.S. Total,99,All Sectors,PC,petroleum coke,10.58006,million MMBtu
2522,2018-02,US,U.S. Total,99,All Sectors,OTH,other,17.51228,million MMBtu
2523,2018-02,US,U.S. Total,99,All Sectors,ORW,other renewables,8.04771,million MMBtu
2524,2018-02,US,U.S. Total,99,All Sectors,OOG,other gases,27.91438,million MMBtu
2525,2018-02,US,U.S. Total,99,All Sectors,OBW,biomass,19.80446,million MMBtu
2526,2018-02,US,U.S. Total,99,All Sectors,OB2,biomass,8.04771,million MMBtu
2527,2018-02,US,U.S. Total,99,All Sectors,NUC,nuclear,677.357,million MMBtu
2528,2018-02,US,U.S. Total,99,All Sectors,NGO,natural gas & other gases,855.26574,million MMBtu
2529,2018-02,US,U.S. Total,99,All Sectors,NG,natural gas,827.35136,million MMBtu
2530,2018-02,US,U.S. Total,99,All Sectors,MSB,biogenic municipal solid waste,11.75676,million MMBtu
2531,2018-02,US,U.S. Total,99,All Sectors,MLG,municiapl landfill gas,22.86537,million MMBtu
2532,2018-02,US,U.S. Total,99,All Sectors,LIG,lignite coal,36.48397,million MMBtu
2533,2018-02,US,U.S. Total,99,All Sectors,LFG,landfill gas,11.10861,million MMBtu
2534,2018-02,US,U.S. Total,99,All Sectors,HYC,conventional hydroelectric,226.71509,million MMBtu
2535,2018-02,US,U.S. Total,99,All Sectors,HPS,hydro-electric pumped storage,0.0,million MMBtu
2536,2018-02,US,U.S. Total,99,All Sectors,GEO,geothermal,11.59934,million MMBtu
2537,2018-02,US,U.S. Total,99,All Sectors,FOS,fossil fuels,1762.75112,million MMBtu
2538,2018-02,US,U.S. Total,99,All Sectors,DPV,estimated small scale solar photovoltaic,,million MMBtu
2539,2018-02,US,U.S. Total,99,All Sectors,DFO,distillate fuel oil,4.07898,million MMBtu
2540,2018-02,US,U.S. Total,99,All Sectors,WWW,wood and wood wastes,101.91251,million MMBtu
2541,2018-02,US,U.S. Total,99,All Sectors,WOO,waste oil and other oils,0.79787,million MMBtu
2542,2018-02,US,U.S. Total,99,All Sectors,WOC,waste coal,10.30227,million MMBtu
2543,2018-02,US,U.S. Total,99,All Sectors,WNT,onshore wind turbine,211.0137,million MMBtu
2544,2018-02,US,U.S. Total,99,All Sectors,WNS,offshore wind turbine,0.1034,million MMBtu
2545,2018-02,US,U.S. Total,99,All Sectors,WND,wind,211.1171,million MMBtu
2546,2018-02,US,U.S. Total,99,All Sectors,WAS,renewable waste products,30.91308,million MMBtu
2547,2018-02,US,U.S. Total,99,All Sectors,TSN,estimated total solar,,million MMBtu
2548,2018-02,US,U.S. Total,99,All Sectors,TPV,estimated total solar photovoltaic,,million MMBtu
2549,2018-02,US,U.S. Total,99,All Sectors,SUN,solar,35.47299,million MMBtu
2550,2018-02,US,U.S. Total,99,All Sectors,SUB,subbituminous coal,348.80553,million MMBtu
2551,2018-02,US,U.S. Total,99,All Sectors,STH,solar thermal,1.73916,million MMBtu
2552,2018-02,US,U.S. Total,99,All Sectors,SPV,solar photovoltaic,33.73382,million MMBtu
2553,2018-02,US,U.S. Total,99,All Sectors,RFO,residual fuel oil,4.74485,million MMBtu
2554,2018-02,US,U.S. Total,99,All Sectors,REN,renewable,617.7301,million MMBtu
2555,2018-02,US,U.S. Total,99,All Sectors,RC,refined coal,203.58111,million MMBtu
2556,2018-02,US,U.S. Total,99,All Sectors,PET,petroleum,20.20175,million MMBtu
2557,2018-02,US,U.S. Total,99,All Sectors,PEL,petroleum liquids,9.62169,million MMBtu
2558,2018-02,US,U.S. Total,99,All Sectors,COW,all coal products,887.28363,million MMBtu
2559,2018-02,US,U.S. Total,99,All Sectors,COL,"coal, excluding waste coal",876.98135,million MMBtu
2560,2018-02,US,U.S. Total,99,All Sectors,BIT,bituminous coal,288.11074,million MMBtu
2561,2018-02,US,U.S. Total,99,All Sectors,BIS,bituminous coal and synthetic coal,288.11074,million MMBtu
2562,2018-02,US,U.S. Total,99,All Sectors,BIO,biomass,132.82558,million MMBtu
2563,2018-02,US,U.S. Total,99,All Sectors,AOR,all renewables,391.01501,million MMBtu
2564,2018-01,US,U.S. Total,99,All Sectors,BIT,bituminous coal,471.268,million MMBtu
2565,2018-01,US,U.S. Total,99,All Sectors,WWW,wood and wood wastes,114.31173,million MMBtu
2566,2018-01,US,U.S. Total,99,All Sectors,WOO,waste oil and other oils,3.57782,million MMBtu
2567,2018-01,US,U.S. Total,99,All Sectors,WOC,waste coal,12.8959,million MMBtu
2568,2018-01,US,U.S. Total,99,All Sectors,WNT,onshore wind turbine,232.93703,million MMBtu
2569,2018-01,US,U.S. Total,99,All Sectors,WNS,offshore wind turbine,0.11467,million MMBtu
2570,2018-01,US,U.S. Total,99,All Sectors,WND,wind,233.05169,million MMBtu
2571,2018-01,US,U.S. Total,99,All Sectors,WAS,renewable waste products,33.09417,million MMBtu
2572,2018-01,US,U.S. Total,99,All Sectors,TSN,estimated total solar,,million MMBtu
2573,2018-01,US,U.S. Total,99,All Sectors,TPV,estimated total solar photovoltaic,,million MMBtu
2574,2018-01,US,U.S. Total,99,All Sectors,SUN,solar,30.21595,million MMBtu
2575,2018-01,US,U.S. Total,99,All Sectors,SUB,subbituminous coal,478.45903,million MMBtu
2576,2018-01,US,U.S. Total,99,All Sectors,STH,solar thermal,1.16595,million MMBtu
2577,2018-01,US,U.S. Total,99,All Sectors,SPV,solar photovoltaic,29.05,million MMBtu
2578,2018-01,US,U.S. Total,99,All Sectors,RFO,residual fuel oil,24.41214,million MMBtu
2579,2018-01,US,U.S. Total,99,All Sectors,REN,renewable,651.07508,million MMBtu
2580,2018-01,US,U.S. Total,99,All Sectors,RC,refined coal,258.43797,million MMBtu
2581,2018-01,US,U.S. Total,99,All Sectors,PET,petroleum,73.36155,million MMBtu
2582,2018-01,US,U.S. Total,99,All Sectors,PEL,petroleum liquids,60.39787,million MMBtu
2583,2018-01,US,U.S. Total,99,All Sectors,PC,petroleum coke,12.96369,million MMBtu
2584,2018-01,US,U.S. Total,99,All Sectors,BIS,bituminous coal and synthetic coal,471.268,million MMBtu
2585,2018-01,US,U.S. Total,99,All Sectors,BIO,biomass,147.40591,million MMBtu
2586,2018-01,US,U.S. Total,99,All Sectors,AOR,all renewables,422.88481,million MMBtu
2587,2018-01,US,U.S. Total,99,All Sectors,ALL,all fuels,3768.80456,million MMBtu
2588,2018-01,US,U.S. Total,99,All Sectors,OTH,other,19.11688,million MMBtu
2589,2018-01,US,U.S. Total,99,All Sectors,ORW,other renewables,8.67322,million MMBtu
2590,2018-01,US,U.S. Total,99,All Sectors,OOG,other gases,28.17549,million MMBtu
2591,2018-01,US,U.S. Total,99,All Sectors,OBW,biomass,21.25802,million MMBtu
2592,2018-01,US,U.S. Total,99,All Sectors,OB2,biomass,8.67322,million MMBtu
2593,2018-01,US,U.S. Total,99,All Sectors,NUC,nuclear,780.42948,million MMBtu
2594,2018-01,US,U.S. Total,99,All Sectors,NGO,natural gas & other gases,971.56656,million MMBtu
2595,2018-01,US,U.S. Total,99,All Sectors,NG,natural gas,943.39106,million MMBtu
2596,2018-01,US,U.S. Total,99,All Sectors,MSB,biogenic municipal solid waste,12.5848,million MMBtu
2597,2018-01,US,U.S. Total,99,All Sectors,MLG,municiapl landfill gas,24.42095,million MMBtu
2598,2018-01,US,U.S. Total,99,All Sectors,LIG,lignite coal,52.19412,million MMBtu
2599,2018-01,US,U.S. Total,99,All Sectors,LFG,landfill gas,11.83615,million MMBtu
2600,2018-01,US,U.S. Total,99,All Sectors,HYC,conventional hydroelectric,228.19027,million MMBtu
2601,2018-01,US,U.S. Total,99,All Sectors,HPS,hydro-electric pumped storage,0.0,million MMBtu
2602,2018-01,US,U.S. Total,99,All Sectors,GEO,geothermal,12.21126,million MMBtu
2603,2018-01,US,U.S. Total,99,All Sectors,FOS,fossil fuels,2318.18313,million MMBtu
2604,2018-01,US,U.S. Total,99,All Sectors,DPV,estimated small scale solar photovoltaic,,million MMBtu
2605,2018-01,US,U.S. Total,99,All Sectors,DFO,distillate fuel oil,32.40791,million MMBtu
2606,2018-01,US,U.S. Total,99,All Sectors,COW,all coal products,1273.25502,million MMBtu
2607,2018-01,US,U.S. Total,99,All Sectors,COL,"coal, excluding waste coal",1260.35912,million MMBtu
2608,2017-12,US,U.S. Total,99,All Sectors,MSB,biogenic municipal solid waste,12.65853,million MMBtu
2609,2017-12,US,U.S. Total,99,All Sectors,FOS,fossil fuels,2137.86205,million MMBtu
2610,2017-12,US,U.S. Total,99,All Sectors,DPV,estimated small scale solar photovoltaic,,million MMBtu
2611,2017-12,US,U.S. Total,99,All Sectors,DFO,distillate fuel oil,9.58361,million MMBtu
2612,2017-12,US,U.S. Total,99,All Sectors,COW,all coal products,1136.11542,million MMBtu
2613,2017-12,US,U.S. Total,99,All Sectors,COL,"coal, excluding waste coal",1124.39168,million MMBtu
2614,2017-12,US,U.S. Total,99,All Sectors,BIT,bituminous coal,389.46467,million MMBtu
2615,2017-12,US,U.S. Total,99,All Sectors,BIS,bituminous coal and synthetic coal,389.46467,million MMBtu
2616,2017-12,US,U.S. Total,99,All Sectors,BIO,biomass,149.68679,million MMBtu
2617,2017-12,US,U.S. Total,99,All Sectors,AOR,all renewables,394.90567,million MMBtu
2618,2017-12,US,U.S. Total,99,All Sectors,ALL,all fuels,3527.94183,million MMBtu
2619,2017-12,US,U.S. Total,99,All Sectors,WWW,wood and wood wastes,116.48332,million MMBtu
2620,2017-12,US,U.S. Total,99,All Sectors,WOO,waste oil and other oils,1.58991,million MMBtu
2621,2017-12,US,U.S. Total,99,All Sectors,WOC,waste coal,11.72374,million MMBtu
2622,2017-12,US,U.S. Total,99,All Sectors,WNT,onshore wind turbine,204.42592,million MMBtu
2623,2017-12,US,U.S. Total,99,All Sectors,WNS,offshore wind turbine,0.10895,million MMBtu
2624,2017-12,US,U.S. Total,99,All Sectors,MLG,municiapl landfill gas,24.85239,million MMBtu
2625,2017-12,US,U.S. Total,99,All Sectors,LIG,lignite coal,61.45205,million MMBtu
2626,2017-12,US,U.S. Total,99,All Sectors,LFG,landfill gas,12.19385,million MMBtu
2627,2017-12,US,U.S. Total,99,All Sectors,HYC,conventional hydroelectric,204.97201,million MMBtu
2628,2017-12,US,U.S. Total,99,All Sectors,HPS,hydro-electric pumped storage,0.0,million MMBtu
2629,2017-12,US,U.S. Total,99,All Sectors,GEO,geothermal,12.72232,million MMBtu
2630,2017-12,US,U.S. Total,99,All Sectors,WND,wind,204.53487,million MMBtu
2631,2017-12,US,U.S. Total,99,All Sectors,WAS,renewable waste products,33.20347,million MMBtu
2632,2017-12,US,U.S. Total,99,All Sectors,TSN,estimated total solar,,million MMBtu
2633,2017-12,US,U.S. Total,99,All Sectors,TPV,estimated total solar photovoltaic,,million MMBtu
2634,2017-12,US,U.S. Total,99,All Sectors,SUN,solar,27.96169,million MMBtu
2635,2017-12,US,U.S. Total,99,All Sectors,SUB,subbituminous coal,441.05563,million MMBtu
2636,2017-12,US,U.S. Total,99,All Sectors,STH,solar thermal,1.12878,million MMBtu
2637,2017-12,US,U.S. Total,99,All Sectors,SPV,solar photovoltaic,26.83291,million MMBtu
2638,2017-12,US,U.S. Total,99,All Sectors,RFO,residual fuel oil,11.0693,million MMBtu
2639,2017-12,US,U.S. Total,99,All Sectors,REN,renewable,599.87768,million MMBtu
2640,2017-12,US,U.S. Total,99,All Sectors,RC,refined coal,232.41934,million MMBtu
2641,2017-12,US,U.S. Total,99,All Sectors,PET,petroleum,32.16522,million MMBtu
2642,2017-12,US,U.S. Total,99,All Sectors,PEL,petroleum liquids,22.24282,million MMBtu
2643,2017-12,US,U.S. Total,99,All Sectors,PC,petroleum coke,9.92239,million MMBtu
2644,2017-12,US,U.S. Total,99,All Sectors,OTH,other,19.36887,million MMBtu
2645,2017-12,US,U.S. Total,99,All Sectors,ORW,other renewables,8.35109,million MMBtu
2646,2017-12,US,U.S. Total,99,All Sectors,OOG,other gases,25.84183,million MMBtu
2647,2017-12,US,U.S. Total,99,All Sectors,OBW,biomass,21.00962,million MMBtu
2648,2017-12,US,U.S. Total,99,All Sectors,OB2,biomass,8.35109,million MMBtu
2649,2017-12,US,U.S. Total,99,All Sectors,NUC,nuclear,770.83323,million MMBtu
2650,2017-12,US,U.S. Total,99,All Sectors,NGO,natural gas & other gases,969.58141,million MMBtu
2651,2017-12,US,U.S. Total,99,All Sectors,NG,natural gas,943.73958,million MMBtu
2652,2017-11,US,U.S. Total,99,All Sectors,ALL,all fuels,3118.30502,million MMBtu
2653,2017-11,US,U.S. Total,99,All Sectors,HYC,conventional hydroelectric,183.23446,million MMBtu
2654,2017-11,US,U.S. Total,99,All Sectors,HPS,hydro-electric pumped storage,0.0,million MMBtu
2655,2017-11,US,U.S. Total,99,All Sectors,GEO,geothermal,12.02005,million MMBtu
2656,2017-11,US,U.S. Total,99,All Sectors,FOS,fossil fuels,1828.79737,million MMBtu
2657,2017-11,US,U.S. Total,99,All Sectors,DPV,estimated small scale solar photovoltaic,,million MMBtu
2658,2017-11,US,U.S. Total,99,All Sectors,DFO,distillate fuel oil,4.71536,million MMBtu
2659,2017-11,US,U.S. Total,99,All Sectors,COW,all coal products,975.51011,million MMBtu
2660,2017-11,US,U.S. Total,99,All Sectors,COL,"coal, excluding waste coal",968.08371,million MMBtu
2661,2017-11,US,U.S. Total,99,All Sectors,MLG,municiapl landfill gas,23.51333,million MMBtu
2662,2017-11,US,U.S. Total,99,All Sectors,LIG,lignite coal,62.18224,million MMBtu
2663,2017-11,US,U.S. Total,99,All Sectors,LFG,landfill gas,11.59715,million MMBtu
2664,2017-11,US,U.S. Total,99,All Sectors,WOC,waste coal,7.4264,million MMBtu
2665,2017-11,US,U.S. Total,99,All Sectors,WNT,onshore wind turbine,208.24957,million MMBtu
2666,2017-11,US,U.S. Total,99,All Sectors,WNS,offshore wind turbine,0.10121,million MMBtu
2667,2017-11,US,U.S. Total,99,All Sectors,WND,wind,208.35077,million MMBtu
2668,2017-11,US,U.S. Total,99,All Sectors,WAS,renewable waste products,31.77289,million MMBtu
2669,2017-11,US,U.S. Total,99,All Sectors,TSN,estimated total solar,,million MMBtu
2670,2017-11,US,U.S. Total,99,All Sectors,TPV,estimated total solar photovoltaic,,million MMBtu
2671,2017-11,US,U.S. Total,99,All Sectors,SUN,solar,29.56242,million MMBtu
